Year,Month,Day,Sensor,Technician,Runs,Site,MakeNotesFile,MakeTableFile,CheckSum
2026,6,24,CALVIS,Technician,1,UoA,True,True,94389703.0
2026,6,24,GOBI,Technician,1,UoA,True,True,75501958.0
2026,7,7,CALVIS,Technician,1,UoA,True,True,89161808.0
2026,7,7,GOBI,Technician,1,UoA,True,True,70274063.0
