Project,GOBI,HIRES,M3M,CALVIS,PHENOMATE,MOLE,TEMS,PTEMS,LITERAL,H30T,RHIZO
2026_APEx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
